opa,id_rec_arrec_detalhe,ano_exercicio,ds_municipio,ds_orgao,mes_referencia,ds_poder,ds_fonte_recurso,ds_cd_aplicacao_fixo,ds_cd_aplicacao_variavel,ds_categoria,ds_subcategoria,ds_fonte,ds_rubrica,ds_alinea,ds_subalinea,vl_arrecadacao,data_atualizacao
,25800351,2016,Santos,PREFEITURA MUNICIPAL DE SANTOS,3,EXECUTIVO,01 - TESOURO,100 - GERAL TOTAL,00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL,10000000 - RECEITAS CORRENTES,11000000 - RECEITA TRIBUTÁRIA,11100000 - IMPOSTOS,11120000 - IMPOSTOS SOBRE O PATRIMÔNIO E A RENDA,11120800 - IMPOSTO SOBRE A TRANSMISSÃO INTER VIVOS - BENS IMÓVEIS E DIREITOS REAIS SOBRE IMÓVEIS,,4765179.96,29/03/17 03:18
,25800353,2016,Santos,PREFEITURA MUNICIPAL DE SANTOS,3,EXECUTIVO,01 - TESOURO,100 - GERAL TOTAL,00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL,10000000 - RECEITAS CORRENTES,11000000 - RECEITA TRIBUTÁRIA,11100000 - IMPOSTOS,11130000 - IMPOSTOS SOBRE A PRODUÇÃO E A CIRCULAÇÃO,11130500 - IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA,,1319793.48,29/03/17 03:18
,25800357,2016,Santos,PREFEITURA MUNICIPAL DE SANTOS,3,EXECUTIVO,01 - TESOURO,100 - GERAL TOTAL,00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL,10000000 - RECEITAS CORRENTES,11000000 - RECEITA TRIBUTÁRIA,11200000 - TAXAS,11210000 - TAXAS PELO EXERCÍCIO DO PODER DE POLICIA,11212500 - TAXA DE LICENÇA PARA FUNCIONAMENTO DE ESTABELECIMENTOS COMERCIAIS, INDÚSTRIAS E PRESTADORAS DE SERVIÇOS,1560811.82,29/03/17 03:18
,25800358,2016,Santos,PREFEITURA MUNICIPAL DE SANTOS,3,EXECUTIVO,01 - TESOURO,100 - GERAL TOTAL,00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL,10000000 - RECEITAS CORRENTES,11000000 - RECEITA TRIBUTÁRIA,11200000 - TAXAS,11210000 - TAXAS PELO EXERCÍCIO DO PODER DE POLICIA,11212600 - TAXA DE PUBLICIDADE COMERCIAL,,31349.84,29/03/17 03:18
,25800359,2016,Santos,PREFEITURA MUNICIPAL DE SANTOS,3,EXECUTIVO,01 - TESOURO,100 - GERAL TOTAL,00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL,10000000 - RECEITAS CORRENTES,11000000 - RECEITA TRIBUTÁRIA,11200000 - TAXAS,11210000 - TAXAS PELO EXERCÍCIO DO PODER DE POLICIA,11212700 - TAXA DE APREENSÃO E DEPÓSITO,,1772.13,29/03/17 03:18
,25800360,2016,Santos,PREFEITURA MUNICIPAL DE SANTOS,3,EXECUTIVO,01 - TESOURO,100 - GERAL TOTAL,00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL,10000000 - RECEITAS CORRENTES,11000000 - RECEITA TRIBUTÁRIA,11200000 - TAXAS,11210000 - TAXAS PELO EXERCÍCIO DO PODER DE POLICIA,11212900 - TAXA DE LICENÇA PARA EXECUÇÃO DE OBRAS,,341018.80,29/03/17 03:18
,25800361,2016,Santos,PREFEITURA MUNICIPAL DE SANTOS,3,EXECUTIVO,01 - TESOURO,100 - GERAL TOTAL,00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL,10000000 - RECEITAS CORRENTES,11000000 - RECEITA TRIBUTÁRIA,11200000 - TAXAS,11210000 - TAXAS PELO EXERCÍCIO DO PODER DE POLICIA,11213100 - TAXA DE UTILIZAÇÃO DE ÁREA DE DOMÍNIO PÚBLICO,,87434.64,29/03/17 03:18
,25800362,2016,Santos,PREFEITURA MUNICIPAL DE SANTOS,3,EXECUTIVO,01 - TESOURO,100 - GERAL TOTAL,00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL,10000000 - RECEITAS CORRENTES,11000000 - RECEITA TRIBUTÁRIA,11200000 - TAXAS,11210000 - TAXAS PELO EXERCÍCIO DO PODER DE POLICIA,11219900 - OUTRAS TAXAS PELO EXERCÍCIO DE PODER DE POLÍCIA,,7421.64,29/03/17 03:18
,25800304,2016,Santos,PREFEITURA MUNICIPAL DE SANTOS,2,EXECUTIVO,01 - TESOURO,100 - GERAL TOTAL,00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL,10000000 - RECEITAS CORRENTES,19000000 - OUTRAS RECEITAS CORRENTES,19100000 - MULTAS E JUROS DE MORA,19110000 - MULTAS E JUROS DE MORA DOS TRIBUTOS,19119900 - MULTAS E JUROS DE MORA DE OUTROS TRIBUTOS,19119901 - MULTAS E JUROS DE MORA DE OUTROS TRIBUTOS,26512.82,29/03/17 03:18
,25799840,2016,Santos,PREFEITURA MUNICIPAL DE SANTOS,1,EXECUTIVO,01 - TESOURO,100 - GERAL TOTAL,00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL,10000000 - RECEITAS CORRENTES,11000000 - RECEITA TRIBUTÁRIA,11100000 - IMPOSTOS,11120000 - IMPOSTOS SOBRE O PATRIMÔNIO E A RENDA,11120200 - IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA,,77650988.30,29/03/17 03:18
,25800366,2016,Santos,PREFEITURA MUNICIPAL DE SANTOS,3,EXECUTIVO,01 - TESOURO,100 - GERAL TOTAL,00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL,10000000 - RECEITAS CORRENTES,11000000 - RECEITA TRIBUTÁRIA,11200000 - TAXAS,11220000 - TAXAS PELA PRESTAÇÃO DE SERVIÇOS,11229000 - TAXA DE LIMPEZA PÚBLICA,,3147757.48,29/03/17 03:18
,25800302,2016,Santos,PREFEITURA MUNICIPAL DE SANTOS,2,EXECUTIVO,01 - TESOURO,100 - GERAL TOTAL,00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL,10000000 - RECEITAS CORRENTES,19000000 - OUTRAS RECEITAS CORRENTES,19100000 - MULTAS E JUROS DE MORA,19110000 - MULTAS E JUROS DE MORA DOS TRIBUTOS,19113900 - MULTAS E JUROS DE MORA DO IMPOSTO SOBRE A TRANSMISSÃO INTER-VIVOS DE BENS IMÓVEIS - ITBI,,36066.81,29/03/17 03:18
,25800368,2016,Santos,PREFEITURA MUNICIPAL DE SANTOS,3,EXECUTIVO,01 - TESOURO,100 - GERAL TOTAL,00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL,10000000 - RECEITAS CORRENTES,11000000 - RECEITA TRIBUTÁRIA,11200000 - TAXAS,11220000 - TAXAS PELA PRESTAÇÃO DE SERVIÇOS,11229900 - OUTRAS TAXAS PELA PRESTAÇÃO DE SERVIÇOS,,21206.54,29/03/17 03:18
,25800301,2016,Santos,PREFEITURA MUNICIPAL DE SANTOS,2,EXECUTIVO,01 - TESOURO,100 - GERAL TOTAL,00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL,10000000 - RECEITAS CORRENTES,19000000 - OUTRAS RECEITAS CORRENTES,19100000 - MULTAS E JUROS DE MORA,19110000 - MULTAS E JUROS DE MORA DOS TRIBUTOS,19113800 - MULTAS E JUROS DE MORA DO IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - IPTU,,117519.03,29/03/17 03:18
,25800321,2016,Santos,PREFEITURA MUNICIPAL DE SANTOS,2,EXECUTIVO,01 - TESOURO,100 - GERAL TOTAL,00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL,10000000 - RECEITAS CORRENTES,19000000 - OUTRAS RECEITAS CORRENTES,19300000 - RECEITA DA DÍVIDA ATIVA,19310000 - RECEITA DA DÍVIDA ATIVA TRIBUTÁRIA,19311100 - RECEITA DA DÍVIDA ATIVA DO IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - IPTU,,1265481.62,29/03/17 03:18
,25800316,2016,Santos,PREFEITURA MUNICIPAL DE SANTOS,2,EXECUTIVO,01 - TESOURO,100 - GERAL TOTAL,00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL,10000000 - RECEITAS CORRENTES,19000000 - OUTRAS RECEITAS CORRENTES,19100000 - MULTAS E JUROS DE MORA,19190000 - MULTAS DE OUTRAS ORIGENS,19199900 - OUTRAS MULTAS,,29631.41,29/03/17 03:18
,25800286,2016,Santos,PREFEITURA MUNICIPAL DE SANTOS,2,EXECUTIVO,01 - TESOURO,100 - GERAL TOTAL,00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL,10000000 - RECEITAS CORRENTES,17000000 - TRANSFERÊNCIAS CORRENTES,17200000 - TRANSFERÊNCIAS INTERGOVERNAMENTAIS,17210000 - TRANSFERÊNCIAS DA UNIÃO,17213300 - TRANSFERÊNCIA DE RECURSOS DO SISTEMA ÚNICO DE SAÚDE - SUS - REPASSE FUNDO A FUNDO,,118800.00,29/03/17 03:18
,25799853,2016,Santos,PREFEITURA MUNICIPAL DE SANTOS,1,EXECUTIVO,01 - TESOURO,100 - GERAL TOTAL,00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL,10000000 - RECEITAS CORRENTES,11000000 - RECEITA TRIBUTÁRIA,11200000 - TAXAS,11220000 - TAXAS PELA PRESTAÇÃO DE SERVIÇOS,11229000 - TAXA DE LIMPEZA PÚBLICA,,12053572.55,29/03/17 03:18
,25800280,2016,Santos,PREFEITURA MUNICIPAL DE SANTOS,2,EXECUTIVO,01 - TESOURO,100 - GERAL TOTAL,00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL,10000000 - RECEITAS CORRENTES,16000000 - RECEITA DE SERVIÇOS,16000000 - RECEITA DE SERVIÇOS,16000000 - RECEITA DE SERVIÇOS,16001300 - SERVIÇOS ADMINISTRATIVOS,16001399 - OUTROS SERVIÇOS ADMINISTRATIVOS,36.96,29/03/17 03:18
,25799844,2016,Santos,PREFEITURA MUNICIPAL DE SANTOS,1,EXECUTIVO,01 - TESOURO,100 - GERAL TOTAL,00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL,10000000 - RECEITAS CORRENTES,11000000 - RECEITA TRIBUTÁRIA,11100000 - IMPOSTOS,11130000 - IMPOSTOS SOBRE A PRODUÇÃO E A CIRCULAÇÃO,11130500 - IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA,,943079.03,29/03/17 03:18
,25801166,2016,Santos,PREFEITURA MUNICIPAL DE SANTOS,5,EXECUTIVO,01 - TESOURO,100 - GERAL TOTAL,00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL,10000000 - RECEITAS CORRENTES,19000000 - OUTRAS RECEITAS CORRENTES,19900000 - RECEITAS CORRENTES DIVERSAS,19900000 - RECEITAS CORRENTES DIVERSAS,19909900 - OUTRAS RECEITAS,19909999 - OUTRAS RECEITAS,15941.94,29/03/17 03:18
,25800277,2016,Santos,PREFEITURA MUNICIPAL DE SANTOS,2,EXECUTIVO,01 - TESOURO,100 - GERAL TOTAL,00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL,10000000 - RECEITAS CORRENTES,13000000 - RECEITA PATRIMONIAL,13300000 - RECEITA DE CONCESSÕES E PERMISSÕES,13330000 - RECEITA DE CONCESSÕES E PERMISSÕES - DIREITOS DE USO DE BENS PÚBLICOS,13339900 - OUTRAS RECEITAS DE CONCESSÕES E PERMISSÕES - DIREITOS DE USO DE BENS PÚBLICOS,,804.66,29/03/17 03:18
,25799851,2016,Santos,PREFEITURA MUNICIPAL DE SANTOS,1,EXECUTIVO,01 - TESOURO,100 - GERAL TOTAL,00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL,10000000 - RECEITAS CORRENTES,11000000 - RECEITA TRIBUTÁRIA,11200000 - TAXAS,11210000 - TAXAS PELO EXERCÍCIO DO PODER DE POLICIA,11219900 - OUTRAS TAXAS PELO EXERCÍCIO DE PODER DE POLÍCIA,,4125.87,29/03/17 03:18
,25801160,2016,Santos,PREFEITURA MUNICIPAL DE SANTOS,5,EXECUTIVO,01 - TESOURO,100 - GERAL TOTAL,00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL,10000000 - RECEITAS CORRENTES,19000000 - OUTRAS RECEITAS CORRENTES,19300000 - RECEITA DA DÍVIDA ATIVA,19320000 - RECEITA DA DÍVIDA ATIVA NÃO TRIBUTÁRIA,19329900 - RECEITA DA DÍVIDA ATIVA NÃO TRIBUTÁRIA DE OUTRAS RECEITAS,19329901 - RECEITA DA DÍVIDA ATIVA NÃO-TRIBUTÁRIA DE OUTRAS RECEITAS - PRINCIPAL,14786.28,29/03/17 03:18
,25800639,2016,Santos,PREFEITURA MUNICIPAL DE SANTOS,4,EXECUTIVO,01 - TESOURO,100 - GERAL TOTAL,00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL,10000000 - RECEITAS CORRENTES,11000000 - RECEITA TRIBUTÁRIA,11200000 - TAXAS,11220000 - TAXAS PELA PRESTAÇÃO DE SERVIÇOS,11229900 - OUTRAS TAXAS PELA PRESTAÇÃO DE SERVIÇOS,,19833.71,29/03/17 03:18
,25800637,2016,Santos,PREFEITURA MUNICIPAL DE SANTOS,4,EXECUTIVO,01 - TESOURO,100 - GERAL TOTAL,00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL,10000000 - RECEITAS CORRENTES,11000000 - RECEITA TRIBUTÁRIA,11200000 - TAXAS,11220000 - TAXAS PELA PRESTAÇÃO DE SERVIÇOS,11229000 - TAXA DE LIMPEZA PÚBLICA,,25695.73,29/03/17 03:18
,25800635,2016,Santos,PREFEITURA MUNICIPAL DE SANTOS,4,EXECUTIVO,01 - TESOURO,100 - GERAL TOTAL,00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL,10000000 - RECEITAS CORRENTES,11000000 - RECEITA TRIBUTÁRIA,11200000 - TAXAS,11220000 - TAXAS PELA PRESTAÇÃO DE SERVIÇOS,11222800 - TAXA DE CEMITÉRIOS,,98169.61,29/03/17 03:18
,25800631,2016,Santos,PREFEITURA MUNICIPAL DE SANTOS,4,EXECUTIVO,01 - TESOURO,100 - GERAL TOTAL,00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL,10000000 - RECEITAS CORRENTES,11000000 - RECEITA TRIBUTÁRIA,11200000 - TAXAS,11210000 - TAXAS PELO EXERCÍCIO DO PODER DE POLICIA,11213100 - TAXA DE UTILIZAÇÃO DE ÁREA DE DOMÍNIO PÚBLICO,,32893.69,29/03/17 03:18
,25800630,2016,Santos,PREFEITURA MUNICIPAL DE SANTOS,4,EXECUTIVO,01 - TESOURO,100 - GERAL TOTAL,00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL,10000000 - RECEITAS CORRENTES,11000000 - RECEITA TRIBUTÁRIA,11200000 - TAXAS,11210000 - TAXAS PELO EXERCÍCIO DO PODER DE POLICIA,11212900 - TAXA DE LICENÇA PARA EXECUÇÃO DE OBRAS,,8728.82,29/03/17 03:18
,25800627,2016,Santos,PREFEITURA MUNICIPAL DE SANTOS,4,EXECUTIVO,01 - TESOURO,100 - GERAL TOTAL,00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL,10000000 - RECEITAS CORRENTES,11000000 - RECEITA TRIBUTÁRIA,11200000 - TAXAS,11210000 - TAXAS PELO EXERCÍCIO DO PODER DE POLICIA,11212600 - TAXA DE PUBLICIDADE COMERCIAL,,28822.14,29/03/17 03:18
,25800625,2016,Santos,PREFEITURA MUNICIPAL DE SANTOS,4,EXECUTIVO,01 - TESOURO,100 - GERAL TOTAL,00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL,10000000 - RECEITAS CORRENTES,11000000 - RECEITA TRIBUTÁRIA,11200000 - TAXAS,11210000 - TAXAS PELO EXERCÍCIO DO PODER DE POLICIA,11212500 - TAXA DE LICENÇA PARA FUNCIONAMENTO DE ESTABELECIMENTOS COMERCIAIS, INDÚSTRIAS E PRESTADORAS DE SERVIÇOS,51481.63,29/03/17 03:18
,25800624,2016,Santos,PREFEITURA MUNICIPAL DE SANTOS,4,EXECUTIVO,01 - TESOURO,100 - GERAL TOTAL,00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL,10000000 - RECEITAS CORRENTES,11000000 - RECEITA TRIBUTÁRIA,11100000 - IMPOSTOS,11130000 - IMPOSTOS SOBRE A PRODUÇÃO E A CIRCULAÇÃO,11130500 - IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA,,751797.00,29/03/17 03:18
,25800617,2016,Santos,PREFEITURA MUNICIPAL DE SANTOS,4,EXECUTIVO,01 - TESOURO,100 - GERAL TOTAL,00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL,10000000 - RECEITAS CORRENTES,11000000 - RECEITA TRIBUTÁRIA,11100000 - IMPOSTOS,11120000 - IMPOSTOS SOBRE O PATRIMÔNIO E A RENDA,11120200 - IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA,,21133369.21,29/03/17 03:18
